2024-08-01T00:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000378341
2025-07-01T20:00:00.039000+00:00 → rate: -0.00000871, annualized: -7.6278%, premium: -0.00056966
2025-07-01T21:00:00.001000+00:00 → rate: -0.00003408, annualized: -29.8498%, premium: -0.0007726007
2025-07-01T22:00:00+00:00 → rate: -0.00001454, annualized: -12.7405%, premium: -0.0006163519
2025-07-01T23:00:00.025000+00:00 → rate: -0.00001387, annualized: -12.1531%, premium: -0.0006109869
2025-07-02T00:00:00.041000+00:00 → rate: -0.00001680, annualized: -14.7179%, premium: -0.0006344107
2025-07-02T01:00:00.011000+00:00 → rate: -0.00001182, annualized: -10.3513%, premium: -0.000594533
2025-07-02T02:00:00.107000+00:00 → rate: -0.00000877, annualized: -7.6865%, premium: -0.0005701961
2025-07-02T03:00:00.024000+00:00 → rate: -0.00000163, annualized: -1.4240%, premium: -0.0005130048
2025-07-02T04:00:00.099000+00:00 → rate: -0.00000506, annualized: -4.4324%, premium: -0.0005404786
2025-07-02T05:00:00.011000+00:00 → rate: -0.00000841, annualized: -7.3664%, premium: -0.0005672726
2025-07-02T06:00:00.037000+00:00 → rate: -0.00001835, annualized: -16.0765%, premium: -0.0006468176
2025-07-02T07:00:00.071000+00:00 → rate: -0.00000610, annualized: -5.3421%, premium: -0.000548786
2025-07-02T08:00:00.049000+00:00 → rate: -0.00002529, annualized: -22.1576%, premium: -0.0007023524
2025-07-02T09:00:00.053000+00:00 → rate: -0.00002709, annualized: -23.7267%, premium: -0.0007166824
2025-07-02T10:00:00.047000+00:00 → rate: -0.00000875, annualized: -7.6624%, premium: -0.0005699764
2025-07-02T11:00:00.038000+00:00 → rate: -0.00000411, annualized: -3.6040%, premium: -0.0005329134
2025-07-02T12:00:00.059000+00:00 → rate: -0.00001106, annualized: -9.6902%, premium: -0.0005884949
2025-07-02T13:00:00+00:00 → rate: -0.00000862, annualized: -7.5555%, premium: -0.0005690003
2025-07-02T14:00:00.049000+00:00 → rate: -0.00000956, annualized: -8.3745%, premium: -0.0005764794
2025-07-02T15:00:00.010000+00:00 → rate: -0.00000395, annualized: -3.4581%, premium: -0.000531581
2025-07-02T16:00:00.059000+00:00 → rate: -0.00000459, annualized: -4.0171%, premium: -0.0005366852
2025-07-02T17:00:00.066000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002804911
2025-07-02T18:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002597703
2025-07-02T19:00:00.122000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003593279
2025-07-02T20:00:00.002000+00:00 → rate: 0.00000279, annualized: 2.4438%, premium: -0.0004776821
2025-07-02T21:00:00.024000+00:00 → rate: -0.00000645, annualized: -5.6489%, premium: -0.0005515882
2025-07-02T22:00:00.038000+00:00 → rate: 0.00000170, annualized: 1.4851%, premium: -0.0004864376
2025-07-02T23:00:00.063000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003949061
2025-07-03T00:00:00.130000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001954548
2025-07-03T01:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001591469
2025-07-03T02:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002019422
2025-07-03T03:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001583467
2025-07-03T04:00:00.066000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001773771
2025-07-03T05:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000173146
2025-07-03T06:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001674387
2025-07-03T07:00:00.033000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001920635
2025-07-03T08:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001312861
2025-07-03T09:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001855275
2025-07-03T10:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001969254
2025-07-03T11:00:00.013000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003109164
2025-07-03T12:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000302875
2025-07-03T13:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001706691
2025-07-03T14:00:00.079000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001019741
2025-07-03T15:00:00.007000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001282278
2025-07-03T16:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001389009
2025-07-03T17:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001321739
2025-07-03T18:00:00.053000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001249636
2025-07-03T19:00:00.011000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001939548
2025-07-03T20:00:00.054000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002568985
2025-07-03T21:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002091503
2025-07-03T22:00:00.040000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000245854
2025-07-03T23:00:00.069000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00022626
2025-07-04T00:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002747717
2025-07-04T01:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003255553
2025-07-04T02:00:00.109000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002890388
2025-07-04T03:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003460118
2025-07-04T04:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000321498
2025-07-04T05:00:00.024000+00:00 → rate: 0.00001177, annualized: 10.3085%, premium: -0.000405858
2025-07-04T06:00:00.104000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003082445
2025-07-04T07:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002612581
2025-07-04T08:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002837323
2025-07-04T09:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002550583
2025-07-04T10:00:00.081000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0002253313
2025-07-04T11:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003379162
2025-07-04T12:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003960366
2025-07-04T13:00:00.040000+00:00 → rate: 0.00000791, annualized: 6.9299%, premium: -0.000436714
2025-07-04T14:00:00.029000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0003985206
2025-07-04T15:00:00.091000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000277381
2025-07-04T16:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001981193
2025-07-04T17:00:00.118000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001782618
2025-07-04T18:00:00.053000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000694128
2025-07-04T19:00:00.123000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000328911
2025-07-04T20:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000463554
2025-07-04T21:00:00.042000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000485131
2025-07-04T22:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000295394
2025-07-04T23:00:00.083000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000607539
2025-07-05T00:00:00.007000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000588057
2025-07-05T01:00:00.030000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000893802
2025-07-05T02:00:00.019000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000216559
2025-07-05T03:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000372562
2025-07-05T04:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001096055
2025-07-05T05:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000229649
2025-07-05T06:00:00.053000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000146366
2025-07-05T07:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001477914
2025-07-05T08:00:00.056000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001374655
2025-07-05T09:00:00.010000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000573751
2025-07-05T10:00:00.090000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000065526
2025-07-05T11:00:00.026000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000272768
2025-07-05T12:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000748318
2025-07-05T13:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000428519
2025-07-05T14:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001067754
2025-07-05T15:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000393272
2025-07-05T16:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000035204
2025-07-05T17:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.00005006
2025-07-05T18:00:00.005000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000956365
2025-07-05T19:00:00.089000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001104524
2025-07-05T20:00:00.032000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000535226
2025-07-05T21:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000501515
2025-07-05T22:00:00.143000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000201803
2025-07-05T23:00:00.022000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000582783
2025-07-06T00:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000785831
2025-07-06T01:00:00.065000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000349613
2025-07-06T02:00:00.058000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001511642
2025-07-06T03:00:00.006000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001867636
2025-07-06T04:00:00.047000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000973142
2025-07-06T05:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001036885
2025-07-06T06:00:00.037000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000707084
2025-07-06T07:00:00.012000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000594685
2025-07-06T08:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001216618
2025-07-06T09:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000358388
2025-07-06T10:00:00.119000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000438792
2025-07-06T11:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000062169
2025-07-06T12:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000041584
2025-07-06T13:00:00.046000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000015195
2025-07-06T14:00:00.014000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000121523
2025-07-06T15:00:00.076000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000651936
2025-07-06T16:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000883117
2025-07-06T17:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000864727
2025-07-06T18:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000467099
2025-07-06T19:00:00.074000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000441425
2025-07-06T20:00:00.062000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000377671
2025-07-06T21:00:00.041000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000985662
2025-07-06T22:00:00.056000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000061551
2025-07-06T23:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000394961
2025-07-07T00:00:00.068000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000531321
2025-07-07T01:00:00.108000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000341875
2025-07-07T02:00:00.146000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000227021
2025-07-07T03:00:00.054000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000078123
2025-07-07T04:00:00.051000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000071336
2025-07-07T05:00:00.080000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000032171
2025-07-07T06:00:00.083000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000912855
2025-07-07T07:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0001294306
2025-07-07T08:00:00.115000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000289433
2025-07-07T09:00:00.145000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001229505
2025-07-07T10:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000123216
2025-07-07T11:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001112815
2025-07-07T12:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000210621
2025-07-07T13:00:00.127000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002489651
2025-07-07T14:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001977431
2025-07-07T15:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003298826
2025-07-07T16:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0004770004
2025-07-07T17:00:00.073000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003789933
2025-07-07T18:00:00.080000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002972588
2025-07-07T19:00:00.013000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003233877
2025-07-07T20:00:00.029000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003037307
2025-07-07T21:00:00.018000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002532765
2025-07-07T22:00:00.035000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002235224
2025-07-07T23:00:00.055000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001800027
2025-07-08T00:00:00.008000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001306464
2025-07-08T01:00:00.089000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001068495
2025-07-08T02:00:00.062000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000809806
2025-07-08T03:00:00.052000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000773146
2025-07-08T04:00:00.066000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000826432
2025-07-08T05:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000188091
2025-07-08T06:00:00.029000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000210265
2025-07-08T07:00:00.043000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000118137
2025-07-08T08:00:00.021000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000131303
2025-07-08T09:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000542262
2025-07-08T10:00:00.075000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000145655
2025-07-08T11:00:00.001000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000258619
2025-07-08T12:00:00.073000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000571545
2025-07-08T13:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000762214
2025-07-08T14:00:00.049000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001151188
2025-07-08T15:00:00.027000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000060133
2025-07-08T16:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000371389
2025-07-08T17:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001271034
2025-07-08T18:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001127997
2025-07-08T19:00:00.114000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001632712
2025-07-08T20:00:00.017000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000806175
2025-07-08T21:00:00.059000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000045664
2025-07-08T22:00:00.016000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000398158
2025-07-08T23:00:00.015000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000016652
2025-07-09T00:00:00.036000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000937908
2025-07-09T01:00:00.082000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000777902
2025-07-09T02:00:00.060000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000228057
2025-07-09T03:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000022703
2025-07-09T04:00:00.064000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.000016795
2025-07-09T05:00:00.048000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: -0.0000111928
2025-07-09T06:00:00.088000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0000001156
2025-07-09T07:00:00+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001299361
2025-07-09T08:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001908377
2025-07-09T09:00:00.004000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002545199
2025-07-09T10:00:00.045000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0001974197
2025-07-09T11:00:00.038000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002561078
2025-07-09T12:00:00.110000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002677444
2025-07-09T13:00:00.034000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.000297556
2025-07-09T14:00:00.097000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002376508
2025-07-09T15:00:00.009000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0002256047
2025-07-09T16:00:00.078000+00:00 → rate: 0.00001250, annualized: 10.9500%, premium: 0.0003278587
